AnimalName,Breed,Age,Weight_kg,MedicalHistory,Symptom_1,Symptom_2,Symptom_3,Symptom_4,Symptom_5,MedicalHistory_norm,Symptom_1_norm,Symptom_2_norm,Symptom_3_norm,Symptom_4_norm,Symptom_5_norm,target_derm
dog,poodle,12.5,6.2,skin conditions history,fever,coughing,disharge from affected eye,diarrhea,anorexia,skin conditions history,fever,coughing,disharge from affected eye,diarrhea,anorexia,1
dog,mixed breed,8.2,15.7,no previous conditions,coughing,sores on lip,hoarseness,weakness,vomiting,no previous conditions,coughing,sores on lip,hoarseness,weakness,vomiting,0
dog,rottweiler,12.4,39.9,not vaccinated,poor immune function,achomotrica,dehydration,death,pains,not vaccinated,poor immune function,achomotrica,dehydration,death,pains,0
dog,beagle,9.1,15.9,no previous conditions,malpresentation,death,uteria inertia,fetopelvic dispropotion,pains,no previous conditions,malpresentation,death,uteria inertia,fetopelvic dispropotion,pains,0
dog,poodle,7.6,3.9,parasite history,eye discharges,diarrhea,lethargy,bleeding from other parts of the body,coughing,parasite history,eye discharges,diarrhea,lethargy,bleeding from other parts of the body,coughing,0
dog,mixed breed,11.3,24.8,dental issues,fever,fever,weight loss,diarrhea,swollen,dental issues,fever,fever,weight loss,diarrhea,swollen,0
dog,german shepherd,1.0,27.2,no previous conditions,lameness,loss of appetite,poor wool,poor body condition,small size,no previous conditions,lameness,loss of appetite,poor wool,poor body condition,small size,0
dog,boxer,4.5,22.0,recent surgery,sneezing,undigested seeds,pain,pain,hyperesthesia,recent surgery,sneezing,undigested seeds,pain,pain,hyperesthesia,0
dog,yorkshire terrier,2.5,3.0,dental issues,acting aggressive,endomeritis,weight loss,pain,weight loss,dental issues,acting aggressive,endomeritis,weight loss,pain,weight loss,0
dog,poodle,2.0,7.0,no previous conditions,lepatomegaly,splenomegaly,vomiting,swollen,shaking oh head,no previous conditions,lepatomegaly,splenomegaly,vomiting,swollen,shaking oh head,0
dog,mixed breed,6.1,27.9,previous heart condition,lacrimation,diarrhea,dullness,coughing,seizures,previous heart condition,lacrimation,diarrhea,dullness,coughing,seizures,0
dog,boxer,7.2,21.7,recent surgery,weakness,sneezing,watering of eyes,fever,diarrhea,recent surgery,weakness,sneezing,watering of eyes,fever,diarrhea,0
dog,golden retriever,3.0,25.0,allergies,weight loss,lethargy,sores on lip,sleeping excessively,pain,allergies,weight loss,lethargy,sores on lip,sleeping excessively,pain,0
dog,golden retriever,1.6,34.3,not vaccinated,weight loss,lethargy,vomiting,vomiting,weight loss,not vaccinated,weight loss,lethargy,vomiting,vomiting,weight loss,0
dog,boxer,3.2,17.1,not vaccinated,anorexia,anorexia,weight loss,anorexia,regurgitation of food,not vaccinated,anorexia,anorexia,weight loss,anorexia,regurgitation of food,0
dog,rottweiler,5.3,29.9,no previous conditions,lethargy,sneezing,fever,hot udder,weight loss,no previous conditions,lethargy,sneezing,fever,hot udder,weight loss,0
dog,beagle,9.0,27.8,no previous conditions,pain,weakness,vomiting,edematous,coughing,no previous conditions,pain,weakness,vomiting,edematous,coughing,0
dog,beagle,4.7,21.1,recent surgery,anorexia,vomiting,fever,weight loss,weakness,recent surgery,anorexia,vomiting,fever,weight loss,weakness,0
dog,golden retriever,2.2,39.4,previous heart condition,vomiting,weakness,weakness,pain,vomiting,previous heart condition,vomiting,weakness,weakness,pain,vomiting,0
dog,bulldog,12.1,27.4,skin conditions history,vomiting,coughing,fever,sneezing,coughing,skin conditions history,vomiting,coughing,fever,sneezing,coughing,1
dog,boxer,8.6,18.7,no previous conditions,forthy eye,coughing,sneezing,diarrhea,coughing,no previous conditions,forthy eye,coughing,sneezing,diarrhea,coughing,0
dog,mixed breed,6.9,22.5,parasite history,weight loss,weakness,fever,lethargy,vomiting,parasite history,weight loss,weakness,fever,lethargy,vomiting,0
dog,yorkshire terrier,6.3,4.1,skin conditions history,fetopelvic dispropotion,uteria inertia,malpresentation,death,pains,skin conditions history,fetopelvic dispropotion,uteria inertia,malpresentation,death,pains,1
dog,yorkshire terrier,8.1,8.0,previous kidney disease,anorexia,thirst,fever,fever,weakness,previous kidney disease,anorexia,thirst,fever,fever,weakness,0
dog,rottweiler,1.5,37.2,parasite history,fever,weakness,diarrhea,stealing,weakness,parasite history,fever,weakness,diarrhea,stealing,weakness,0
dog,labrador retriever,11.5,42.4,skin conditions history,fetopelvic dispropotion,uteria inertia,malpresentation,death,pains,skin conditions history,fetopelvic dispropotion,uteria inertia,malpresentation,death,pains,1
dog,beagle,8.2,17.5,skin conditions history,swollen left abdomen,lying down,staggering,urination,extension of neck,skin conditions history,swollen left abdomen,lying down,staggering,urination,extension of neck,1
dog,german shepherd,11.6,40.2,chronic illness,coughing,diarrhea,coughing,anorexia,fever,chronic illness,coughing,diarrhea,coughing,anorexia,fever,0
dog,labrador retriever,1.2,25.0,parasite history,weight loss,pain,sneezing,weakness,weight loss,parasite history,weight loss,pain,sneezing,weakness,weight loss,0
dog,boxer,2.1,27.9,parasite history,bleeding from other parts of the body,confusion,nasal discharge,loss of alertness,dizziness and fainting,parasite history,bleeding from other parts of the body,confusion,nasal discharge,loss of alertness,dizziness and fainting,0
dog,labrador retriever,12.9,34.7,previous kidney disease,weight loss,diarrhea,vomiting,pain,decrease appetite,previous kidney disease,weight loss,diarrhea,vomiting,pain,decrease appetite,0
dog,golden retriever,3.5,43.9,previous heart condition,lethargy,fever,sluggish,sneezing,pain,previous heart condition,lethargy,fever,sluggish,sneezing,pain,0
dog,yorkshire terrier,6.8,4.1,no previous conditions,anorexia,pain,weight loss,anorexia,weakness,no previous conditions,anorexia,pain,weight loss,anorexia,weakness,0
dog,yorkshire terrier,12.6,5.5,recent surgery,forthy eye,torticollis,weakness,swelling,emaciation,recent surgery,forthy eye,torticollis,weakness,swelling,emaciation,0
dog,mixed breed,7.0,26.9,chronic illness,anorexia,weakness,anorexia,fever,sneezing,chronic illness,anorexia,weakness,anorexia,fever,sneezing,0
dog,bulldog,3.6,20.3,not vaccinated,anorexia,fever,loss in weight,pain,sneezing,not vaccinated,anorexia,fever,loss in weight,pain,sneezing,0
dog,labrador retriever,13.1,34.4,recent surgery,restlessness,weakness,blue straws,death,pain,recent surgery,restlessness,weakness,blue straws,death,pain,0
dog,german shepherd,14.5,36.4,parasite history,loss of appetite,diarrhea,swollen purple wattle,swollen comb,lameness,parasite history,loss of appetite,diarrhea,swollen purple wattle,swollen comb,lameness,0
dog,boxer,8.7,23.9,chronic illness,vomiting,weight loss,diarrhea,weakness,weight loss,chronic illness,vomiting,weight loss,diarrhea,weakness,weight loss,0
dog,golden retriever,1.8,38.8,not vaccinated,fever,dysentery,swelling,immediate death,pain,not vaccinated,fever,dysentery,swelling,immediate death,pain,0
dog,yorkshire terrier,2.9,3.9,no previous conditions,fetopelvic dispropotion,uteria inertia,malpresentation,death,pains,no previous conditions,fetopelvic dispropotion,uteria inertia,malpresentation,death,pains,0
dog,beagle,10.4,27.0,not vaccinated,mortality varies,weight loss,coughing,animal become lame,weakness,not vaccinated,mortality varies,weight loss,coughing,animal become lame,weakness,0
dog,golden retriever,7.7,39.4,not vaccinated,fever,slightly swollen,lession on the skin,milky hard,papules appear on teats anad udder,not vaccinated,fever,slightly swollen,lession on the skin,milky hard,papules appear on teats anad udder,1
dog,german shepherd,15.0,26.8,no previous conditions,anorexia,sensitive to touch,sneezing,coughing,pain,no previous conditions,anorexia,sensitive to touch,sneezing,coughing,pain,0
dog,mixed breed,0.6,16.5,allergies,fever,reduce growth,kid moratality,weakness,dullness,allergies,fever,reduce growth,kid moratality,weakness,dullness,0
dog,yorkshire terrier,12.8,3.0,chronic illness,lethargy,anorexia,vomiting,diarrhea,dizziness,chronic illness,lethargy,anorexia,vomiting,diarrhea,dizziness,0
dog,boxer,12.8,25.0,recent surgery,fever,inflammed eye,coughing,depression,limping,recent surgery,fever,inflammed eye,coughing,depression,limping,0
dog,rottweiler,7.3,30.6,chronic illness,tear production,anversion to light,bluish white opacity,blindness,pains,chronic illness,tear production,anversion to light,bluish white opacity,blindness,pains,0
dog,mixed breed,1.9,40.0,no previous conditions,weakness,coughing,weakness,vomiting,diarrhea,no previous conditions,weakness,coughing,weakness,vomiting,diarrhea,0
dog,boxer,4.7,15.1,dental issues,lethargy,sloughing of the tail,fever,coughing,weight loss,dental issues,lethargy,sloughing of the tail,fever,coughing,weight loss,0
dog,boxer,13.8,16.1,no previous conditions,anorexia,nasal discharge,tachypea,fever,swelling of head and neck,no previous conditions,anorexia,nasal discharge,tachypea,fever,swelling of head and neck,0
dog,golden retriever,8.4,34.0,parasite history,fever,hyperesthesia,lethargy,lying down,fever,parasite history,fever,hyperesthesia,lethargy,lying down,fever,0
dog,german shepherd,14.9,37.9,dental issues,vomiting,weakness,anorexia,diarrhea,pain,dental issues,vomiting,weakness,anorexia,diarrhea,pain,0
dog,rottweiler,0.9,45.0,allergies,weight loss,anorexia,anorexia,vomiting,tachypea,allergies,weight loss,anorexia,anorexia,vomiting,tachypea,0
dog,boxer,11.7,24.6,previous kidney disease,pain,lethargy,weakness,diarrhea,stained wool,previous kidney disease,pain,lethargy,weakness,diarrhea,stained wool,0
dog,labrador retriever,6.3,43.0,vaccinated,diarrhea with muscus,tensemus,watery stool,flatulence,pains,vaccinated,diarrhea with muscus,tensemus,watery stool,flatulence,pains,0
dog,labrador retriever,5.7,31.3,chronic illness,anorexia,animal stop feed,lethargy,pain,vomiting,chronic illness,anorexia,animal stop feed,lethargy,pain,vomiting,0
dog,boxer,4.7,25.8,no previous conditions,fever,difficulty breathing,coughing,eye and skin change,unable to exercise,no previous conditions,fever,difficulty breathing,coughing,eye and skin change,unable to exercise,1
dog,german shepherd,15.0,45.0,no previous conditions,anorexia,weakness,anorexia,coughing,weight loss,no previous conditions,anorexia,weakness,anorexia,coughing,weight loss,0
dog,poodle,15.8,8.9,chronic illness,fever,loss of  appetite,coughing,lethargy,joint pain,chronic illness,fever,loss of appetite,coughing,lethargy,joint pain,0
dog,labrador retriever,15.1,36.1,allergies,fever,diarrhea,coughing,tiredness,pains,allergies,fever,diarrhea,coughing,tiredness,pains,0
dog,german shepherd,0.9,45.0,allergies,fever,diarrhea,muscus,weight loss,death,allergies,fever,diarrhea,muscus,weight loss,death,0
dog,boxer,14.6,19.6,previous kidney disease,fever,weakened legs,los of the ability to walk,mammary glads,fluif filled blisters,previous kidney disease,fever,weakened legs,los of the ability to walk,mammary glads,fluif filled blisters,0
dog,mixed breed,7.4,16.0,skin conditions history,facial edema,dyspnea,conjuctivtis,weakness,pharyngitis,skin conditions history,facial edema,dyspnea,conjuctivtis,weakness,pharyngitis,1
dog,boxer,8.8,22.9,allergies,anorexia,fever,fever,coughing,anorexia,allergies,anorexia,fever,fever,coughing,anorexia,0
dog,german shepherd,8.4,37.9,parasite history,fever,diarrhea,bloody droping,abdominal discomfort,lethargy,parasite history,fever,diarrhea,bloody droping,abdominal discomfort,lethargy,0
dog,mixed breed,6.8,14.3,allergies,coughing,sneezing,anorexia,coughing,muscle pain,allergies,coughing,sneezing,anorexia,coughing,muscle pain,0
dog,mixed breed,3.8,16.4,vaccinated,weight loss,eye become dull,diarrhea,fever,outstretched neck,vaccinated,weight loss,eye become dull,diarrhea,fever,outstretched neck,0
dog,boxer,12.9,17.5,skin conditions history,foul breath,bloody drool,facial swelling,lossened teeth,unable to eat,skin conditions history,foul breath,bloody drool,facial swelling,lossened teeth,unable to eat,1
dog,yorkshire terrier,8.9,9.4,not vaccinated,fever,diarrhea,swelling,weight loss,pain,not vaccinated,fever,diarrhea,swelling,weight loss,pain,0
dog,poodle,9.0,7.2,parasite history,anorexia,loss of earing,weakness,fever,sneezing,parasite history,anorexia,loss of earing,weakness,fever,sneezing,0
dog,bulldog,10.1,21.4,no previous conditions,lethargy,headache,inability to fly,diarrhea,pain,no previous conditions,lethargy,headache,inability to fly,diarrhea,pain,0
dog,bulldog,6.3,15.0,vaccinated,frequent eye infections,discharge from ear,weight loss,sneezing,fever,vaccinated,frequent eye infections,discharge from ear,weight loss,sneezing,fever,0
dog,poodle,1.9,6.6,no previous conditions,lepatomegaly,splenomegaly,vomiting,swollen,shaking oh head,no previous conditions,lepatomegaly,splenomegaly,vomiting,swollen,shaking oh head,0
dog,boxer,15.0,26.1,skin conditions history,diarrhea,join pains,foul breath,coughing,anorexia,skin conditions history,diarrhea,join pains,foul breath,coughing,anorexia,1
dog,bulldog,10.9,22.4,previous heart condition,weakness,flabby,sneezing,bloody diarhhea,anorexia,previous heart condition,weakness,flabby,sneezing,bloody diarhhea,anorexia,0
dog,rottweiler,5.4,35.9,parasite history,vomiting,weakness,coughing,sneezing,ulcers,parasite history,vomiting,weakness,coughing,sneezing,ulcers,1
dog,golden retriever,6.6,42.2,previous heart condition,cough,sneeze,droopy wings,twisted neck,droopy wings,previous heart condition,cough,sneeze,droopy wings,twisted neck,droopy wings,0
dog,labrador retriever,2.9,33.4,chronic illness,radip onset,stiff,muscle trembling,weakness,death,chronic illness,radip onset,stiff,muscle trembling,weakness,death,0
dog,boxer,15.4,18.7,allergies,loss of appetite,depression,overweight,diarrhea,ruffled feathers,allergies,loss of appetite,depression,overweight,diarrhea,ruffled feathers,0
dog,mixed breed,5.9,26.1,previous kidney disease,dullness,lacrimation,coughing,diarrhea,seizures,previous kidney disease,dullness,lacrimation,coughing,diarrhea,seizures,0
dog,labrador retriever,3.1,41.3,allergies,tail wagging,straining,lethargy,weakness,diarrhea,allergies,tail wagging,straining,lethargy,weakness,diarrhea,0
dog,yorkshire terrier,9.9,7.2,dental issues,deability,coughing,weight loss,weight loss,weight loss,dental issues,deability,coughing,weight loss,weight loss,weight loss,0
dog,german shepherd,11.4,26.8,previous heart condition,weight loss,constipation,loss of appetite,broody behavior,egg production stops,previous heart condition,weight loss,constipation,loss of appetite,broody behavior,egg production stops,0
dog,golden retriever,5.4,41.0,recent surgery,mortality,weight loss,dull ness,vomiting,sneezing,recent surgery,mortality,weight loss,dull ness,vomiting,sneezing,0
dog,rottweiler,0.7,31.4,skin conditions history,coughing,lethargy,sneezing,diarrhea,lethargy,skin conditions history,coughing,lethargy,sneezing,diarrhea,lethargy,1
dog,bulldog,5.5,29.1,previous kidney disease,mucus discharge from the eye,lethargy,fever,anorexia,sneezing,previous kidney disease,mucus discharge from the eye,lethargy,fever,anorexia,sneezing,0
dog,yorkshire terrier,7.8,4.0,previous kidney disease,fever,vomiting,vomiting,pain,weakness,previous kidney disease,fever,vomiting,vomiting,pain,weakness,0
dog,golden retriever,6.6,33.6,recent surgery,anorexia,anorexia,swollen abdomen,pain,diarrhea,recent surgery,anorexia,anorexia,swollen abdomen,pain,diarrhea,0
dog,yorkshire terrier,2.0,4.7,allergies,anorexia,weakness,coughing,coughing,pain,allergies,anorexia,weakness,coughing,coughing,pain,0
dog,yorkshire terrier,7.3,9.5,previous kidney disease,lethargy,weight loss,weakness,pain,progressive weakness,previous kidney disease,lethargy,weight loss,weakness,pain,progressive weakness,0
