AnimalName,Breed,Age,Weight_kg,MedicalHistory,Symptom_1,Symptom_2,Symptom_3,Symptom_4,Symptom_5
dog,labrador retriever,2.6,36.3,chronic illness,diarrhea,vomiting,weakness,cramps,retarded growth
dog,german shepherd,6.0,34.6,skin conditions history,fever,diarrhea,vomiting,weight loss,dehydration
dog,poodle,5.8,7.6,dental issues,weight loss,anorexia,weakness,lethargy,watering
dog,labrador retriever,11.9,38.4,previous kidney disease,weight loss,pain,coughing,weakness,diarrhea
dog,labrador retriever,10.5,36.0,not vaccinated,abortion on late pregancy,stillbirth,retained placenda,endomeritis,decrease appetite
dog,german shepherd,10.0,29.5,dental issues,fever,diarrhea,swollen abdomen,vomiting,difficulty in breathing
dog,poodle,2.4,4.2,dental issues,runny nose,difficulty in breathing,coughing,weakness,loss of appettite
dog,yorkshire terrier,1.4,3.6,recent surgery,fever,difficulty breathing,thrist and urination,lethargy,sneezing
dog,boxer,11.1,15.0,vaccinated,diarrhea,vomiting,retching,anorexia,lethargy
dog,yorkshire terrier,10.8,7.1,parasite history,lethargy,weightloss,coughing,dyspnea,fever
dog,bulldog,12.7,28.0,allergies,watering diarrhea,depression,emaciation,ruffled coat,lethargy
dog,poodle,1.7,4.7,recent surgery,greenish-yellow nasal discharge,lack of pigmentation,sneezing,lethargy,pain on face
dog,rottweiler,1.5,31.9,dental issues,stealing,gasping,sneezing,loss of powder down,diarrhea
dog,yorkshire terrier,4.5,7.5,not vaccinated,anorexia,pain,diarrhea,coughing,fever
dog,labrador retriever,5.7,37.4,previous kidney disease,sneezing,diarrhea,weakness,pain,weakness
dog,mixed breed,1.5,27.3,skin conditions history,lip,lethargy,very cold skin,fever,decreased eyelid
dog,beagle,8.7,21.1,allergies,weight loss,sneezing,weight loss,weakness,lethargy
dog,german shepherd,14.4,34.8,previous heart condition,loss of appetite,diarrhea,swollen purple wattle,swollen comb,lameness
dog,beagle,14.5,28.7,parasite history,ulcers,diarrhea,back pain,tarry stool,enlarged lymph nodes
dog,golden retriever,3.6,36.5,recent surgery,weakness,vomiting,weight loss,coughing,coughing
dog,golden retriever,2.6,25.0,recent surgery,diarrhea,diarrhea,tiredness,diarrhea,weight loss
dog,golden retriever,1.0,41.9,skin conditions history,lethargy,sneezing,blue straws,sneezing,sneezing
dog,golden retriever,10.3,30.4,recent surgery,weight gain,mucous discharge,fever,reduce feed,respiratory distress
dog,german shepherd,3.2,37.0,allergies,vomiting,anorexia,heavy breathing,vomiting,pain
dog,boxer,5.8,25.0,vaccinated,strong cough,runny nose,sneezing,lethargy,loss of appettite
dog,german shepherd,4.4,31.1,no previous conditions,fetopelvic dispropotion,uteria inertia,malpresentation,death,pains
dog,labrador retriever,8.4,23.8,allergies,no appp,dehydration,lethargy,vomiting,watering
dog,poodle,9.3,3.2,parasite history,upset stomach,diarrhea,coughing,weight loss,anaemia
dog,boxer,1.0,28.9,no previous conditions,puffed_up feather,less eat,headache,half-closed eye,seizures
dog,poodle,15.0,3.9,previous kidney disease,pain,sneezing,reduce reproductive potential,diarrhea,weight loss
dog,poodle,5.9,6.4,dental issues,anorexia,fever,inability to jump,weakness,fever
dog,golden retriever,3.8,35.6,no previous conditions,rapid pulse and heart rates,constant pacing,fever,urination,weight loss
dog,rottweiler,2.2,25.6,parasite history,fever,difficulty breathing,coughing,lethargy,sneezing
dog,yorkshire terrier,8.6,3.6,skin conditions history,anorexia,vomiting,coughing,diarrhea,vomiting
dog,beagle,3.7,15.4,dental issues,lethargy,pain,vomiting,pain,fever
dog,bulldog,3.2,21.7,recent surgery,fever,diarrhea,vomiting,blood from mouth,shock
dog,rottweiler,2.0,44.9,allergies,extending its neck,gasping for air,gasping for breath,difficulty swallowing,gasping for breath
dog,yorkshire terrier,15.0,8.0,previous kidney disease,vomiting,coughing,diarrhea,weakness,sneezing
dog,golden retriever,5.7,35.2,recent surgery,sneezing,weakness,fever,weight loss,loss of appettite
dog,bulldog,7.7,25.5,previous kidney disease,vomiting,week pulse,pain,diarrhea,anorexia
dog,beagle,3.0,15.0,parasite history,sensitivity to bright light,depression,lethargy,production of mucus,anorexia
dog,yorkshire terrier,10.4,7.9,previous kidney disease,fever,anorexia,diarrhea,lethargy,sneezing
dog,yorkshire terrier,12.8,5.6,parasite history,swelling,emaciation,forthy eye,torticollis,weakness
dog,golden retriever,0.5,25.1,vaccinated,joint pain,coughing,staggering as drunk,lethargy,hot joints
dog,labrador retriever,5.8,37.5,allergies,weakness,weakness,skin ulcer,nostrils,sensitive to touch
dog,yorkshire terrier,9.8,7.4,previous kidney disease,weakness,eye redness,excessive eye watering,mucus discharge from the eye,frequent eye infections
dog,boxer,10.1,30.0,skin conditions history,anorexia,weight loss,diarrhea,sneezing,anorexia
dog,rottweiler,11.2,43.8,allergies,foul smelling stools,coughing,diarrhea,pain,diarrhea
dog,rottweiler,2.5,37.0,previous heart condition,tail shaking,pain,difficulty walking,coughing,weight loss
dog,golden retriever,2.6,35.9,allergies,fever,respiratory distress,seizuers,hyperesthesia,sudden death
dog,labrador retriever,5.1,32.6,recent surgery,weakness,apathy,lethargy,weakness,pain
dog,beagle,5.2,19.2,parasite history,liquid dropping,vomiting,oedema,pain,anorexia
dog,golden retriever,4.7,28.5,dental issues,lethargy,sneezing,coughing,pain,tenderness
dog,beagle,2.1,25.0,parasite history,normal appetite,diarrhea,swelling may occur under jaw,weight loss,drop in milk production
dog,boxer,4.7,20.8,allergies,diarrhea with muscus,tensemus,watery stool,flatulence,pains
dog,golden retriever,4.1,38.9,not vaccinated,weakness,pain,vomiting,pain,vomiting
dog,bulldog,13.6,30.0,vaccinated,lethargy,sneezing,fever,weight loss,fever
dog,rottweiler,7.4,34.9,allergies,anorexia,pain,anorexia,easily damage shell,weakness
dog,german shepherd,8.7,36.3,parasite history,swollen lymph nodes,difficulty walking,watery stool,lethargy,vaginal discharge
dog,rottweiler,14.9,45.0,not vaccinated,loss of appetite,swelling,nasal discharge,blindness,lethargy
dog,poodle,5.1,6.4,dental issues,sneezing,exercise in tolerance,drooping ears,fever,coughing
dog,beagle,4.8,25.5,chronic illness,fever,sneezing,diarrhea,vomiting,oedema
dog,beagle,5.6,20.0,previous kidney disease,sneezing,weakness,stopped eat,swollen abdomen,coughing
dog,golden retriever,12.4,33.9,allergies,fever,pain,vomiting,diarrhea,anorexia
dog,mixed breed,7.8,35.7,parasite history,diarrhea,dizziness and fainting,scartching ear,weakness,coughing
dog,rottweiler,8.8,30.0,vaccinated,sneezing,anorexia,coughing,diarrhea,anorexia
dog,german shepherd,13.8,45.0,previous kidney disease,restlessness,weakness,blue straws,death,pain
dog,rottweiler,7.4,30.4,skin conditions history,fever,coughing,chronic eye inflamation,lethargy,neurologic abnormalities
dog,boxer,14.8,18.6,allergies,loss of appetite,ruffled feathers,overweight,diarrhea,depression
dog,german shepherd,14.9,39.0,dental issues,pains,death,malpresentation,uteria inertia,fetopelvic dispropotion
dog,beagle,8.6,23.3,no previous conditions,fever,dullness,dullness,skin rashes,pains
dog,golden retriever,7.0,33.7,vaccinated,weakness,lethargy,vomiting,sneezing,pain
dog,mixed breed,12.8,5.0,previous heart condition,weight loss,fever,vomiting,pain,fever
dog,yorkshire terrier,5.9,7.4,dental issues,coughing,vomiting,pain,dry or tacky gums,anorexia
dog,yorkshire terrier,5.6,4.8,recent surgery,intellectual disability,fever,skin infection,abortion on late pregancy,weakness
dog,bulldog,0.5,22.6,not vaccinated,sneezing,milk getting out more watery,fever,sneezing,weakness
dog,beagle,11.3,24.0,skin conditions history,foot hot,weight loss,anorexia,vomiting,headache
dog,bulldog,0.7,19.0,vaccinated,poor growth,short stature,enlargement of bones,lameness,weigth bearing long bones
dog,mixed breed,13.8,5.0,chronic illness,fever,sneezing,enlarged lymph nodes or swelling,coughing,vomiting
dog,rottweiler,1.2,38.7,parasite history,sneezing,weakness,coughing,lethargy,dejection
dog,boxer,7.8,23.3,previous heart condition,reduce growth,ocular discharge,gas,lethargy,pain
dog,beagle,0.5,21.3,skin conditions history,pain,diarrhea,sneezing,fever,coughing
dog,mixed breed,4.8,21.0,vaccinated,weight loss,weight loss,fever,gas or bloating,berberi
dog,labrador retriever,10.0,33.1,skin conditions history,fever,diffuse,vomiting,anorexia,pain
dog,poodle,5.3,4.5,vaccinated,weakness,coughing,painfull swalling,lethargy,diarrhea
dog,rottweiler,6.0,25.1,no previous conditions,weight loss,weakness,sneezing,diarrhea,weakness
dog,golden retriever,3.9,37.0,previous kidney disease,vomiting,sneezing,reduce lamp marking,anorexia,pale gums
dog,german shepherd,7.6,30.7,allergies,weight loss,anorexia,coughing,vomiting,vomiting
dog,bulldog,10.5,26.5,parasite history,weight loss,fever,weight loss,fever,weakness
dog,bulldog,2.2,16.7,skin conditions history,anversion to light,fever,sneezing,ulcerated muscle,severe
dog,rottweiler,7.2,34.1,dental issues,weakness,weight loss,sneezing,muscular stiffness,red skin
dog,german shepherd,7.1,36.4,dental issues,fever,pain,swollen lymph nodes,weakness,vomiting
dog,golden retriever,0.5,32.9,vaccinated,sneezing,anorexia,pain,weakness,fast breathing
dog,poodle,9.7,3.0,chronic illness,scabs,weight loss,fever,vomiting,fever
dog,poodle,0.5,3.5,previous kidney disease,diarrhea,fever,lethargy,weakness,bloody droping
dog,labrador retriever,7.9,30.8,skin conditions history,limping,depression,inflammed eye,sneezing,fever
dog,german shepherd,10.3,43.8,parasite history,abdominal pain,diarrhea,malpresentation,shock,anorexia
dog,yorkshire terrier,8.0,3.4,no previous conditions,weakness,stiffness,trembling,white mark on the muscle,loss of vitamin e
dog,golden retriever,3.0,37.3,not vaccinated,anorexia,sneezing,crusty,diarrhea,aneamia
dog,bulldog,6.7,15.8,dental issues,pain,pain,vomiting,milky hard,coughing
dog,bulldog,0.5,30.0,previous heart condition,coughing,vomiting,diarrhea,cell damage,drooping ears
dog,german shepherd,8.5,39.4,chronic illness,weight loss,coughing,nesting behaviour,swelling of udder,swelling of internal organs
dog,golden retriever,7.7,25.8,vaccinated,fever,uncharacteristic hiding,depression,dehydration,stopped eat
dog,yorkshire terrier,2.5,7.7,chronic illness,gums,swelling,fever,weight loss,coughing
dog,poodle,7.0,9.1,not vaccinated,vomiting,fever,nausea,diarrhea,stomach cramps
dog,golden retriever,7.1,45.0,not vaccinated,loss of appetite,thirst,ruffled feathers,closed eyes,diarrhea
dog,boxer,12.5,29.7,not vaccinated,immediate death,difficulty in breathing,blue colored lip,bloody discharge,neurologic abnormalities
dog,german shepherd,9.1,40.7,previous kidney disease,depression,lameness in affected leg,loss of appetite,rapid pulse and heart rates,fever
dog,rottweiler,8.9,30.4,parasite history,weight loss,fever,loss of appetite,vomitting,weakness
dog,poodle,14.6,9.7,skin conditions history,sneezing,weight loss,immediate death,fever,weakness
dog,german shepherd,15.0,29.8,chronic illness,weight loss,fever,diarrhea,vomiting,bloody
dog,yorkshire terrier,4.6,5.0,chronic illness,anorexia,anorexia,diarrhea,lethargy,fever
dog,boxer,13.7,16.4,chronic illness,fever,weakened legs,los of the ability to walk,mammary glads,fluif filled blisters
dog,german shepherd,8.7,28.3,recent surgery,fever,difficulty breathing,thrist and urination,weight loss,enlarged lymph nodes or swelling
dog,rottweiler,10.5,25.0,vaccinated,weakness,swaying,weakness,weight loss,sweat
dog,mixed breed,3.0,36.4,previous heart condition,pain,diarrhea,anorexia,diarrhea,fever
dog,mixed breed,5.4,12.0,skin conditions history,loss of appetite,hyper sensitivity,excitability,nervousness,weakness
dog,bulldog,7.1,15.0,chronic illness,anorexia,difficult in walking,sneezing,easily damage shell,diarrhea
dog,labrador retriever,3.8,39.2,allergies,lethargy,bleeding in eye and skin,vomiting,blood in urine,diarrhea
dog,rottweiler,7.5,33.7,parasite history,diarrhea,anorexia,diarrhea,coughing,increased in breathing
dog,beagle,10.4,20.0,dental issues,sneezing,weakness,weight loss,sneezing,tremors
dog,poodle,1.0,6.8,dental issues,diarrhea,anorexia,weakness,vomiting,lethargy
dog,bulldog,0.5,17.4,not vaccinated,sneezing,sneezing,cessation of eructation,fever,vomiting
dog,bulldog,1.8,25.1,chronic illness,legness,paresis,weight loss,shortness of breath,coughing
dog,golden retriever,0.5,38.7,parasite history,pain,pain,stealing,coughing,stillbirth
dog,beagle,7.6,23.2,previous kidney disease,weight loss,nasal discharge,seizuers,convulsion,sneezing
dog,golden retriever,7.4,42.9,recent surgery,weakness,fever,milk getting out more thick,fever,weight loss
dog,golden retriever,3.9,35.1,chronic illness,dyspnea,difficulty in breathing,coughing,lethargy,nasal discharge
dog,labrador retriever,14.9,45.0,no previous conditions,gasping,coughing,twisted neck,mild weakness,droopy wings
dog,poodle,6.3,5.6,no previous conditions,fever,tiredness,skin rashes,pain,headache
dog,labrador retriever,7.4,44.5,no previous conditions,vomiting,fever,weakness,sneezing,diarrhea
dog,labrador retriever,8.1,24.9,recent surgery,watering,no appp,vomiting,lethargy,dehydration
dog,boxer,9.1,21.0,chronic illness,coughing,coughing,anorexia,coughing,anorexia
dog,beagle,7.8,15.0,previous heart condition,weakness,pot belly,anorexia,vomiting,discharge from eye
dog,poodle,8.1,6.0,dental issues,fever,swelling of face or leg,coughing,depression,pains
dog,rottweiler,4.9,38.0,not vaccinated,vomiting,vomiting,vomiting,loss of activity,weight loss
dog,bulldog,8.3,15.0,parasite history,stained wool,anorexia,coughing,fever,coughing
dog,poodle,0.5,5.3,recent surgery,lethargy,coughing,chest pain,weakness,weight loss
dog,labrador retriever,7.2,34.5,dental issues,weight loss,pain,lethargy,weight loss,lethargy
dog,rottweiler,3.8,42.4,previous kidney disease,fever,dyspnea,coughing,lethargy,anorexia
dog,boxer,7.8,26.9,skin conditions history,pain,coughing,weight loss,fever,weight loss
dog,beagle,5.8,24.5,allergies,vomiting,pain,poor coat condition,coughing,sneezing
dog,poodle,4.0,3.0,dental issues,listlessness,watering diarrhea,diarrhea,sheep often bites,fever
dog,german shepherd,6.0,35.2,allergies,lethargy,sneezing,diarrhea,enlarged thymus,lethargy
dog,golden retriever,9.7,26.2,allergies,inappentence,diarrhea,tremors of the head,dehydration,weight loss
dog,boxer,4.2,21.8,vaccinated,fever,diarrhea,no appp,fever,vomiting
dog,german shepherd,11.1,30.8,chronic illness,fever,difficultty in breathing,yellow eye,sneezing,diphtherictic
dog,mixed breed,9.3,9.5,no previous conditions,bad breath,pawing at the face or nose,cough,sneezing,bleeding from the nose
dog,german shepherd,7.8,33.1,recent surgery,head tossing,wool loss,fast breathing,bleeding wounds,skin issue
dog,beagle,5.8,15.0,not vaccinated,lethargy,coughing,overweight,fever,sneezing
dog,bulldog,5.7,23.3,parasite history,pain,coughing,coughing,coughing,chills
dog,mixed breed,3.5,32.3,no previous conditions,coughing,vomiting,diarrhea,weight loss,weakness
dog,german shepherd,13.0,34.8,previous kidney disease,stop eating,stop drinking,change their normal behaviour,lameness,pains
dog,golden retriever,4.9,26.9,previous heart condition,anorexia,diarrhea,fever,skin issue,anorexia
dog,german shepherd,12.9,30.3,chronic illness,frequent yawning,diarrhea,weakness,fever,diarrhea
dog,boxer,13.0,27.6,dental issues,weakness,muscular stiffness,weakness,fever,anorexia
dog,golden retriever,10.2,37.8,not vaccinated,discharge from eyes,redness of eye,blindness,scartches,pains
dog,boxer,10.2,16.6,previous kidney disease,weight loss,fever,anorexia,diarrhea,pain
dog,beagle,6.7,15.0,recent surgery,weakness,fever,sneezing,sneezing,pain
dog,rottweiler,7.8,28.0,chronic illness,tear production,anversion to light,bluish white opacity,blindness,pains
dog,yorkshire terrier,10.7,4.4,recent surgery,weight loss,diarrhea,vomiting,weight loss,sneezing
dog,mixed breed,13.2,25.5,chronic illness,hair loss,dandruff,vomiting,crusting of the skin,ulcerated skin
dog,rottweiler,5.6,25.6,not vaccinated,fever,chills,sweat,head ache,fatique
dog,beagle,0.8,23.7,dental issues,flabby,vomiting,fever,vomiting,anorexia
dog,bulldog,1.3,33.6,allergies,pains,loss of wool,death,sheep often bites,fleece become thin
dog,yorkshire terrier,5.1,4.9,chronic illness,anorexia,vomiting,fever,coughing,grinding of teeth
dog,boxer,11.5,20.5,recent surgery,fever,lethargy,uteria inertia,sneezing,anorexia
dog,golden retriever,3.9,45.0,parasite history,hepatic failure,difficulty in walking,weakness,lethargy,roughened
dog,golden retriever,0.5,34.0,no previous conditions,coughing,vomiting,fever,ruffled coat,high body temperaure
dog,labrador retriever,9.5,28.5,parasite history,loss in weight,emaciation,loss of appetite,weakness,diarrhoea
dog,bulldog,2.8,18.4,not vaccinated,anorexia,weight loss,pain,sneezing,pain
dog,yorkshire terrier,5.8,8.4,recent surgery,fever,mild sneezing,coughing,nasal,ocular discharge
